userId;emotionIndex;index;keyCode;keyDown;keyUp;D1U1;D1U2;D1D2;U1D2;U1U2;D1U3;D1D3;answer
100;N;3480;¾;1,58E+12;1,58E+12;102;1187;1098;996;1085;-1,58E+12;1711;
100;N;3481;\b;1,58E+12;1,58E+12;89;-1,58E+12;613;524;-1,58E+12;-1,58E+12;1217;
100;N;3482;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;604;1,58E+12;0;-1,58E+12;640;
100;N;3483;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;36;1,58E+12;0;-1,58E+12;75;
100;N;3484;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;39;1,58E+12;0;-1,58E+12;78;
100;N;3485;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;39;1,58E+12;0;-1,58E+12;77;
100;N;3486;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;38;1,58E+12;0;-1,58E+12;79;
100;N;3487;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;41;1,58E+12;0;-1,58E+12;78;
100;N;3488;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;37;1,58E+12;0;-1,58E+12;72;
100;N;3489;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;35;1,58E+12;0;-1,58E+12;71;
100;N;3490;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;36;1,58E+12;0;-1,58E+12;74;
100;N;3491;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;38;1,58E+12;0;-1,58E+12;74;
100;N;3492;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;36;1,58E+12;0;-1,58E+12;71;
100;N;3493;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;35;1,58E+12;0;-1,58E+12;76;
100;N;3494;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;41;1,58E+12;0;-1,58E+12;78;
100;N;3495;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;37;1,58E+12;0;-1,58E+12;75;
100;N;3496;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;38;1,58E+12;0;-1,58E+12;79;
100;N;3497;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;41;1,58E+12;0;-1,58E+12;75;
100;N;3498;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;34;1,58E+12;0;-1,58E+12;79;
100;N;3499;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;45;1,58E+12;0;-1,58E+12;81;
100;N;3500;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;36;1,58E+12;0;-1,58E+12;75;
100;N;3501;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;39;1,58E+12;0;-1,58E+12;79;
100;N;3502;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;40;1,58E+12;0;-1,58E+12;75;
100;N;3503;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;35;1,58E+12;0;-1,58E+12;76;
100;N;3504;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;41;1,58E+12;0;-1,58E+12;77;
100;N;3505;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;36;1,58E+12;0;-1,58E+12;70;
100;N;3506;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;34;1,58E+12;0;-1,58E+12;76;
100;N;3507;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;42;1,58E+12;0;-1,58E+12;78;
100;N;3508;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;36;1,58E+12;0;-1,58E+12;71;
100;N;3509;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;35;1,58E+12;0;-1,58E+12;72;
100;N;3510;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;37;1,58E+12;0;-1,58E+12;77;
100;N;3511;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;40;1,58E+12;0;-1,58E+12;77;
100;N;3512;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;37;1,58E+12;0;-1,58E+12;72;
100;N;3513;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;35;1,58E+12;0;-1,58E+12;75;
100;N;3514;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;40;1,58E+12;0;-1,58E+12;76;
100;N;3515;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;36;1,58E+12;0;-1,58E+12;72;
100;N;3516;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;36;1,58E+12;0;-1,58E+12;76;
100;N;3517;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;40;1,58E+12;0;-1,58E+12;75;
100;N;3518;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;35;1,58E+12;0;-1,58E+12;74;
100;N;3519;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;39;1,58E+12;0;-1,58E+12;76;
100;N;3520;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;37;1,58E+12;0;-1,58E+12;75;
100;N;3521;\u0010;1,58E+12;;-1,58E+12;-1,58E+12;38;1,58E+12;0;502;75;
100;N;3522;\u0010;1,58E+12;;-1,58E+12;464;37;1,58E+12;1,58E+12;173;49;
100;N;3523;\u0010;1,58E+12;1,58E+12;427;136;12;-415;-291;745;614;
100;N;3524;¾;1,58E+12;1,58E+12;124;733;602;478;609;1916;1822;
100;N;3525; ;1,58E+12;1,58E+12;131;1314;1220;1089;1183;3168;3068;
100;N;3526;u;1,58E+12;1,58E+12;94;1948;1848;1754;1854;2978;2913;
100;N;3527;s;1,58E+12;1,58E+12;100;1130;1065;965;1030;1367;1256;
100;N;3528;u;1,58E+12;1,58E+12;65;302;191;126;237;587;493;
100;N;3529;a;1,58E+12;1,58E+12;111;396;302;191;285;2602;2500;
100;N;3530;l;1,58E+12;1,58E+12;94;2300;2198;2104;2206;3032;2948;
100;N;3531;l;1,58E+12;1,58E+12;102;834;750;648;732;1053;930;
100;N;3532;y;1,58E+12;1,58E+12;84;303;180;96;219;3773;3696;
100;N;3533; ;1,58E+12;1,58E+12;123;3593;3516;3393;3470;3764;3677;
100;N;3534;¼;1,58E+12;1,58E+12;77;248;161;84;171;887;789;
100;N;3535; ;1,58E+12;1,58E+12;87;726;628;541;639;943;832;
100;N;3536;c;1,58E+12;1,58E+12;98;315;204;106;217;543;454;
100;N;3537;a;1,58E+12;1,58E+12;111;339;250;139;228;2250;2155;
100;N;3538;t;1,58E+12;1,58E+12;89;2000;1905;1816;1911;2228;2152;
100;N;3539;s;1,58E+12;1,58E+12;95;323;247;152;228;981;858;
100;N;3540; ;1,58E+12;1,58E+12;76;734;611;535;658;1947;1813;
100;N;3541;e;1,58E+12;1,58E+12;123;1336;1202;1079;1213;2155;2023;
100;N;3542;a;1,58E+12;1,58E+12;134;953;821;687;819;2201;2100;
100;N;3543;t;1,58E+12;1,58E+12;132;1380;1279;1147;1248;3658;3563;
100;N;3544; ;1,58E+12;1,58E+12;101;2379;2284;2183;2278;2790;2678;
100;N;3545;m;1,58E+12;1,58E+12;95;506;394;299;411;1218;1006;
100;N;3546;i;1,58E+12;1,58E+12;112;824;612;500;712;1724;1615;
100;N;3547;c;1,58E+12;1,58E+12;212;1112;1003;791;900;2882;2815;
100;N;3548;e;1,58E+12;1,58E+12;109;1879;1812;1703;1770;2086;2022;
100;N;3549;¼;1,58E+12;1,58E+12;67;274;210;143;207;500;393;
100;N;3550; ;1,58E+12;1,58E+12;64;290;183;119;226;655;582;
100;N;3551;a;1,58E+12;1,58E+12;107;472;399;292;365;775;680;
100;N;3552;n;1,58E+12;1,58E+12;73;376;281;208;303;545;483;
100;N;3553;d;1,58E+12;1,58E+12;95;264;202;107;169;3064;2969;
100;N;3554; ;1,58E+12;1,58E+12;62;2862;2767;2705;2800;3194;3092;
100;N;3555;m;1,58E+12;1,58E+12;95;427;325;230;332;786;631;
100;N;3556;i;1,58E+12;1,58E+12;102;461;306;204;359;848;731;
100;N;3557;c;1,58E+12;1,58E+12;155;542;425;270;387;743;668;
100;N;3558;e;1,58E+12;1,58E+12;117;318;243;126;201;1986;1889;
100;N;3559; ;1,58E+12;1,58E+12;75;1743;1646;1571;1668;2056;1940;
100;N;3560;r;1,58E+12;1,58E+12;97;410;294;197;313;1468;1380;
100;N;3561;u;1,58E+12;1,58E+12;116;1174;1086;970;1058;1429;1346;
100;N;3562;n;1,58E+12;1,58E+12;88;343;260;172;255;1071;971;
100;N;3563; ;1,58E+12;1,58E+12;83;811;711;628;728;1635;1558;
100;N;3564;a;1,58E+12;1,58E+12;100;924;847;747;824;1142;1036;
100;N;3565;w;1,58E+12;1,58E+12;77;295;189;112;218;529;410;
100;N;3566;a;1,58E+12;1,58E+12;106;340;221;115;234;693;601;
100;N;3567;y;1,58E+12;1,58E+12;119;472;380;261;353;1336;1248;
100;N;3568; ;1,58E+12;1,58E+12;92;956;868;776;864;1222;1118;
100;N;3569;f;1,58E+12;1,58E+12;88;354;250;162;266;685;548;
100;N;3570;r;1,58E+12;1,58E+12;104;435;298;194;331;1306;1227;
100;N;3571;o;1,58E+12;1,58E+12;137;1008;929;792;871;1190;1127;
100;N;3572;m;1,58E+12;1,58E+12;79;261;198;119;182;875;799;
100;N;3573; ;1,58E+12;1,58E+12;63;677;601;538;614;860;758;
100;N;3574;c;1,58E+12;1,58E+12;76;259;157;81;183;481;417;
100;N;3575;a;1,58E+12;1,58E+12;102;324;260;158;222;1265;1155;
100;N;3576;t;1,58E+12;1,58E+12;64;1005;895;831;941;5001;4886;
100;N;3577;s;1,58E+12;1,58E+12;110;4106;3991;3881;3996;5360;5272;
100;N;3578;n;1,58E+12;1,58E+12;115;1369;1281;1166;1254;2521;2384;
100;N;3579; ;1,58E+12;1,58E+12;88;1240;1103;1015;1152;1922;1828;
100;N;3580;b;1,58E+12;1,58E+12;137;819;725;588;682;1063;984;
100;N;3581;u;1,58E+12;1,58E+12;94;338;259;165;244;532;418;
100;N;3582;t;1,58E+12;1,58E+12;79;273;159;80;194;3260;3173;
100;N;3583; ;1,58E+12;1,58E+12;114;3101;3014;2900;2987;3260;3175;
100;N;3584;t;1,58E+12;1,58E+12;87;246;161;74;159;488;401;
100;N;3585;h;1,58E+12;1,58E+12;85;327;240;155;242;1265;1173;
100;N;3586;i;1,58E+12;1,58E+12;87;1025;933;846;938;1228;1172;
100;N;3587;s;1,58E+12;1,58E+12;92;295;239;147;203;969;896;
100;N;3588; ;1,58E+12;1,58E+12;56;730;657;601;674;935;824;
100;N;3589;c;1,58E+12;1,58E+12;73;278;167;94;205;681;605;
100;N;3590;a;1,58E+12;1,58E+12;111;514;438;327;403;708;604;
100;N;3591;t;1,58E+12;1,58E+12;76;270;166;90;194;1020;919;
100;N;3592; ;1,58E+12;1,58E+12;104;854;753;649;750;1222;1156;
100;N;3593;a;1,58E+12;1,58E+12;101;469;403;302;368;719;670;
100;N;3594;n;1,58E+12;1,58E+12;66;316;267;201;250;1172;1109;
100;N;3595;s;1,58E+12;1,58E+12;49;905;842;793;856;1282;1211;
100;N;3596;»;1,58E+12;1,58E+12;63;440;369;306;377;589;513;
100;N;3597;\b;1,58E+12;1,58E+12;71;220;144;73;149;398;295;
100;N;3598;\b;1,58E+12;1,58E+12;76;254;151;75;178;962;910;
100;N;3599;d;1,58E+12;1,58E+12;103;811;759;656;708;2434;2353;
100;N;3600; ;1,58E+12;1,58E+12;52;1675;1594;1542;1623;1850;1771;
100;N;3601;t;1,58E+12;1,58E+12;81;256;177;96;175;641;555;
100;N;3602;h;1,58E+12;1,58E+12;79;464;378;299;385;747;635;
100;N;3603;i;1,58E+12;1,58E+12;86;369;257;171;283;542;450;
100;N;3604;s;1,58E+12;1,58E+12;112;285;193;81;173;1738;1635;
100;N;3605; ;1,58E+12;1,58E+12;92;1545;1442;1350;1453;1801;1736;
100;N;3606;m;1,58E+12;1,58E+12;103;359;294;191;256;630;554;
100;N;3607;o;1,58E+12;1,58E+12;65;336;260;195;271;815;722;
100;N;3608;u;1,58E+12;1,58E+12;76;555;462;386;479;1269;1147;
100;N;3609;s;1,58E+12;1,58E+12;93;807;685;592;714;975;878;
100;N;3610;e;1,58E+12;1,58E+12;122;290;193;71;168;1116;1035;
100;N;3611; ;1,58E+12;1,58E+12;97;923;842;745;826;1158;1071;
100;N;3612;l;1,58E+12;1,58E+12;81;316;229;148;235;493;413;
100;N;3613;i;1,58E+12;1,58E+12;87;264;184;97;177;454;357;
100;N;3614;k;1,58E+12;1,58E+12;80;270;173;93;190;501;401;
100;N;3615;e;1,58E+12;1,58E+12;97;328;228;131;231;1347;1273;
100;N;3616;d;1,58E+12;1,58E+12;100;1119;1045;945;1019;1735;1625;
100;N;3617; ;1,58E+12;1,58E+12;74;690;580;506;616;3607;3522;
100;N;3618;e;1,58E+12;1,58E+12;110;3027;2942;2832;2917;4162;4077;
100;N;3619;a;1,58E+12;1,58E+12;85;1220;1135;1050;1135;1404;1326;
100;N;3620;c;1,58E+12;1,58E+12;85;269;191;106;184;409;330;
100;N;3621;h;1,58E+12;1,58E+12;78;218;139;61;140;2503;2418;
100;N;3622; ;1,58E+12;1,58E+12;79;2364;2279;2200;2285;2860;2770;
100;N;3623;o;1,58E+12;1,58E+12;85;581;491;406;496;789;685;
100;N;3624;t;1,58E+12;1,58E+12;90;298;194;104;208;579;484;
100;N;3625;h;1,58E+12;1,58E+12;104;385;290;186;281;778;690;
100;N;3626;e;1,58E+12;1,58E+12;95;488;400;305;393;775;661;
100;N;3627;r;1,58E+12;1,58E+12;88;375;261;173;287;1142;1055;
100;N;3628; ;1,58E+12;1,58E+12;114;881;794;680;767;1203;1101;
100;N;3629;v;1,58E+12;1,58E+12;87;409;307;220;322;797;708;
100;N;3630;e;1,58E+12;1,58E+12;102;490;401;299;388;906;818;
100;N;3631;r;1,58E+12;1,58E+12;89;505;417;328;416;658;607;
100;N;3632;y;1,58E+12;1,58E+12;88;241;190;102;153;2562;2482;
100;N;3633; ;1,58E+12;1,58E+12;51;2372;2292;2241;2321;3039;2976;
100;N;3634;m;1,58E+12;1,58E+12;80;747;684;604;667;1327;1247;
100;N;3635;u;1,58E+12;1,58E+12;63;643;563;500;580;840;745;
100;N;3636;c;1,58E+12;1,58E+12;80;277;182;102;197;3540;3424;
100;N;3637;h;1,58E+12;1,58E+12;95;3358;3242;3147;3263;3610;3514;
100;N;3638;n;1,58E+12;1,58E+12;116;368;272;156;252;1868;1780;
100;N;3639; ;1,58E+12;1,58E+12;96;1596;1508;1412;1500;1798;1703;
100;N;3640;t;1,58E+12;1,58E+12;88;290;195;107;202;569;494;
100;N;3641;h;1,58E+12;1,58E+12;95;374;299;204;279;621;561;
100;N;3642;e;1,58E+12;1,58E+12;75;322;262;187;247;516;396;
100;N;3643;y;1,58E+12;1,58E+12;60;254;134;74;194;2136;2069;
100;N;3644; ;1,58E+12;1,58E+12;120;2002;1935;1815;1882;2222;2136;
100;N;3645;l;1,58E+12;1,58E+12;67;287;201;134;220;1170;1063;
100;N;3646;i;1,58E+12;1,58E+12;86;969;862;776;883;1151;1049;
100;N;3647;k;1,58E+12;1,58E+12;107;289;187;80;182;589;440;
100;N;3648;e;1,58E+12;1,58E+12;102;402;253;151;300;1133;1030;
100;N;3649;d;1,58E+12;1,58E+12;149;880;777;628;731;1615;1528;
100;N;3650; ;1,58E+12;1,58E+12;103;838;751;648;735;1503;1397;
100;N;3651;e;1,58E+12;1,58E+12;87;752;646;559;665;10257;10177;
100;N;3652;a;1,58E+12;1,58E+12;106;9611;9531;9425;9505;9767;9690;
100;N;3653;c;1,58E+12;1,58E+12;80;236;159;79;156;501;428;
100;N;3654;h;1,58E+12;1,58E+12;77;342;269;192;265;2806;2697;
100;N;3655; ;1,58E+12;1,58E+12;73;2537;2428;2355;2464;3011;2901;
100;N;3656;o;1,58E+12;1,58E+12;109;583;473;364;474;852;736;
100;N;3657;t;1,58E+12;1,58E+12;110;379;263;153;269;568;448;
100;N;3658;h;1,58E+12;1,58E+12;116;305;185;69;189;589;447;
100;N;3659;e;1,58E+12;1,58E+12;120;404;262;142;284;608;523;
100;N;3660;r;1,58E+12;1,58E+12;142;346;261;119;204;2488;2415;
100;N;3661; ;1,58E+12;1,58E+12;85;2227;2154;2069;2142;2580;2491;
100;N;3662;s;1,58E+12;1,58E+12;73;426;337;264;353;615;518;
100;N;3663;o;1,58E+12;1,58E+12;89;278;181;92;189;1065;985;
100;N;3664; ;1,58E+12;1,58E+12;97;884;804;707;787;1214;1126;
100;N;3665;m;1,58E+12;1,58E+12;80;410;322;242;330;875;807;
100;N;3666;u;1,58E+12;1,58E+12;88;553;485;397;465;723;643;
100;N;3667;c;1,58E+12;1,58E+12;68;238;158;90;170;912;826;
100;N;3668;h;1,58E+12;1,58E+12;80;754;668;588;674;1455;1377;
100;N;3669; ;1,58E+12;1,58E+12;86;787;709;623;701;999;924;
100;N;3670;t;1,58E+12;1,58E+12;78;290;215;137;212;517;410;
100;N;3671;h;1,58E+12;1,58E+12;75;302;195;120;227;520;460;
100;N;3672;a;1,58E+12;1,58E+12;107;325;265;158;218;689;614;
100;N;3673;t;1,58E+12;1,58E+12;60;424;349;289;364;1258;1182;
100;N;3674; ;1,58E+12;1,58E+12;75;909;833;758;834;1133;1065;
100;N;3675;t;1,58E+12;1,58E+12;76;300;232;156;224;718;638;
100;N;3676;h;1,58E+12;1,58E+12;68;486;406;338;418;803;712;
100;N;3677;e;1,58E+12;1,58E+12;80;397;306;226;317;1029;929;
100;N;3678; ;1,58E+12;1,58E+12;91;723;623;532;632;2090;1989;
100;N;3679;»;1,58E+12;1,58E+12;100;1467;1366;1266;1367;1640;1568;
100;N;3680;\b;1,58E+12;1,58E+12;101;274;202;101;173;1149;1068;
100;N;3681;\b;1,58E+12;1,58E+12;72;947;866;794;875;1106;999;
100;N;3682;y;1,58E+12;1,58E+12;81;240;133;52;159;1927;1859;
100;N;3683; ;1,58E+12;1,58E+12;107;1794;1726;1619;1687;2056;1972;
100;N;3684;l;1,58E+12;1,58E+12;68;330;246;178;262;870;796;
100;N;3685;i;1,58E+12;1,58E+12;84;624;550;466;540;872;773;
100;N;3686;v;1,58E+12;1,58E+12;74;322;223;149;248;581;474;
100;N;3687;e;1,58E+12;1,58E+12;99;358;251;152;259;2796;2710;
100;N;3688;d;1,58E+12;1,58E+12;107;2545;2459;2352;2438;9469;9365;
100;N;3689; ;1,58E+12;1,58E+12;86;7010;6906;6820;6924;7190;7097;
100;N;3690;t;1,58E+12;1,58E+12;104;284;191;87;180;790;729;
100;N;3691;o;1,58E+12;1,58E+12;93;599;538;445;506;3109;3008;
100;N;3692;g;1,58E+12;1,58E+12;61;2571;2470;2409;2510;2981;2863;
100;N;3693;e;1,58E+12;1,58E+12;101;511;393;292;410;677;577;
100;N;3694;t;1,58E+12;1,58E+12;118;284;184;66;166;486;423;
100;N;3695;h;1,58E+12;1,58E+12;100;302;239;139;202;663;548;
100;N;3696;e;1,58E+12;1,58E+12;63;424;309;246;361;3167;3091;
100;N;3697;r;1,58E+12;1,58E+12;115;2858;2782;2667;2743;3251;3154;
100;N;3698;&;1,58E+12;1,58E+12;76;469;372;296;393;878;763;
100;N;3699;';1,58E+12;1,58E+12;97;506;391;294;409;697;599;
100;N;3700;';1,58E+12;1,58E+12;115;306;208;93;191;551;435;
100;N;3701;';1,58E+12;1,58E+12;98;343;227;129;245;610;500;
100;N;3702;';1,58E+12;1,58E+12;116;383;273;157;267;714;624;
100;N;3703;';1,58E+12;1,58E+12;110;441;351;241;331;1378;1292;
100;N;3704;';1,58E+12;1,58E+12;90;1027;941;851;937;1455;1333;
100;N;3705;\b;1,58E+12;1,58E+12;86;514;392;306;428;1008;941;
100;N;3706;\u0014;1,58E+12;1,58E+12;122;616;549;427;494;1470;1348;
100;N;3707;t;1,58E+12;1,58E+12;67;921;799;732;854;2264;2167;
100;N;3708;\u0014;1,58E+12;1,58E+12;122;1465;1368;1246;1343;2333;2113;
100;N;3709;&;1,58E+12;1,58E+12;97;965;745;648;868;1205;1132;
100;N;3710;';1,58E+12;1,58E+12;220;460;387;167;240;1458;1359;
100;N;3711;';1,58E+12;1,58E+12;73;1071;972;899;998;2079;1963;
100;N;3712;\b;1,58E+12;1,58E+12;99;1107;991;892;1008;2185;2082;
100;N;3713;\u0014;1,58E+12;1,58E+12;116;1194;1091;975;1078;2196;2020;
100;N;3714;b;1,58E+12;1,58E+12;103;1105;929;826;1002;1443;1378;
100;N;3715;\u0014;1,58E+12;1,58E+12;176;514;449;273;338;828;749;
100;N;3716;&;1,58E+12;1,58E+12;65;379;300;235;314;549;472;
100;N;3717;';1,58E+12;1,58E+12;79;249;172;93;170;397;321;
100;N;3718;';1,58E+12;1,58E+12;77;225;149;72;148;585;485;
100;N;3719;';1,58E+12;1,58E+12;76;436;336;260;360;663;531;
100;N;3720;';1,58E+12;1,58E+12;100;327;195;95;227;572;446;
100;N;3721;';1,58E+12;1,58E+12;132;377;251;119;245;722;600;
100;N;3722;';1,58E+12;1,58E+12;126;471;349;223;345;1188;1106;
100;N;3723;%;1,58E+12;1,58E+12;122;839;757;635;717;1522;1409;
100;N;3724;\b;1,58E+12;1,58E+12;82;765;652;570;683;960;879;
100;N;3725;\u0014;1,58E+12;1,58E+12;113;308;227;114;195;572;486;
100;N;3726;u;1,58E+12;1,58E+12;81;345;259;178;264;8619;8498;
100;N;3727;\u0014;1,58E+12;1,58E+12;86;8360;8239;8153;8274;8649;8561;
100;N;3728;\u0014;1,58E+12;1,58E+12;121;410;322;201;289;1441;1302;
100;N;3729;o;1,58E+12;1,58E+12;88;1119;980;892;1031;;;
100;N;3730;\u0014;1,58E+12;1,58E+12;139;;;;;;;
100;H;3731;\u0014;1,58E+12;1,58E+12;111;433;331;220;322;892;816;R
100;H;3732;w;1,58E+12;1,58E+12;102;561;485;383;459;1539;1448;R
100;H;3733;e;1,58E+12;1,58E+12;76;1054;963;887;978;1394;1280;R
100;H;3734;\b;1,58E+12;1,58E+12;91;431;317;226;340;2342;2216;R
100;H;3735;\u0014;1,58E+12;1,58E+12;114;2025;1899;1785;1911;2377;2270;R
100;H;3736;\b;1,58E+12;1,58E+12;126;478;371;245;352;1982;1889;R
100;H;3737;w;1,58E+12;1,58E+12;107;1611;1518;1411;1504;3055;2947;R
100;H;3738;\b;1,58E+12;1,58E+12;93;1537;1429;1336;1444;6223;6104;R
100;H;3739;\b;1,58E+12;1,58E+12;108;4794;4675;4567;4686;5244;5153;R
100;H;3740;\u0014;1,58E+12;1,58E+12;119;569;478;359;450;1018;880;R
100;H;3741;\u0014;1,58E+12;1,58E+12;91;540;402;311;449;2558;2445;R
100;H;3742;w;1,58E+12;1,58E+12;138;2156;2043;1905;2018;3290;3189;R
100;H;3743;e;1,58E+12;1,58E+12;113;1247;1146;1033;1134;1483;1375;R
100;H;3744;\b;1,58E+12;1,58E+12;101;337;229;128;236;1593;1477;R
100;H;3745;\b;1,58E+12;1,58E+12;108;1364;1248;1140;1256;2496;2411;R
100;H;3746;\u0014;1,58E+12;1,58E+12;116;1248;1163;1047;1132;1528;1417;R
100;H;3747;w;1,58E+12;1,58E+12;85;365;254;169;280;2104;2010;R
100;H;3748;\u0014;1,58E+12;1,58E+12;111;1850;1756;1645;1739;2160;2094;R
100;H;3749;e;1,58E+12;1,58E+12;94;404;338;244;310;1644;1554;R
100;H;3750; ;1,58E+12;1,58E+12;66;1306;1216;1150;1240;1599;1493;R
100;H;3751;c;1,58E+12;1,58E+12;90;383;277;187;293;631;546;R
100;H;3752;a;1,58E+12;1,58E+12;106;354;269;163;248;587;495;R
100;H;3753;n;1,58E+12;1,58E+12;85;318;226;141;233;1593;1464;R
100;H;3754; ;1,58E+12;1,58E+12;92;1367;1238;1146;1275;1739;1644;R
100;H;3755;n;1,58E+12;1,58E+12;129;501;406;277;372;817;733;R
100;H;3756;o;1,58E+12;1,58E+12;95;411;327;232;316;982;834;R
100;H;3757;y;1,58E+12;1,58E+12;84;655;507;423;571;2117;2027;R
100;H;3758;\b;1,58E+12;1,58E+12;148;1610;1520;1372;1462;1766;1674;R
100;H;3759;t;1,58E+12;1,58E+12;90;246;154;64;156;2031;1953;R
100;H;3760; ;1,58E+12;1,58E+12;92;1877;1799;1707;1785;2119;1986;R
100;H;3761;h;1,58E+12;1,58E+12;78;320;187;109;242;724;630;R
100;H;3762;e;1,58E+12;1,58E+12;133;537;443;310;404;829;741;R
100;H;3763;l;1,58E+12;1,58E+12;94;386;298;204;292;592;468;R
100;H;3764;p;1,58E+12;1,58E+12;88;294;170;82;206;1516;1436;R
100;H;3765; ;1,58E+12;1,58E+12;124;1346;1266;1142;1222;1588;1478;R
100;H;3766;f;1,58E+12;1,58E+12;80;322;212;132;242;874;794;R
100;H;3767;a;1,58E+12;1,58E+12;110;662;582;472;552;851;749;R
100;H;3768;l;1,58E+12;1,58E+12;80;269;167;87;189;506;436;R
100;H;3769;l;1,58E+12;1,58E+12;102;339;269;167;237;896;784;R
100;H;3770;i;1,58E+12;1,58E+12;70;627;515;445;557;960;901;R
100;H;3771;n;1,58E+12;1,58E+12;112;445;386;274;333;2379;2285;R
100;H;3772;g;1,58E+12;1,58E+12;59;1993;1899;1840;1934;2628;2553;R
